SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,DEMOGRAPHIC,SUPPRESSED4YR,GRADS4YR,COHORT4YR,GRADRATE4YR,SUPPRESSED5YR,GRADS5YR,COHORT5YR,GRADRATE5YR
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,ETO,Y,,3,,Y,,4,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,TST,N,123,129,95.3,N,127,131,96.9
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,SXM,N,70,72,97.2,N,59,61,96.7
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,SXF,N,53,57,93.0,N,68,70,97.1
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,MIG,,,0,,,,0,
20182019,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,LEP,Y,,2,,,,0,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,SXF,N,58,63,92.1,N,75,78,96.2
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,SXM,N,77,84,91.7,N,66,78,84.6
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,TST,N,135,147,91.8,N,141,156,90.4
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,LUP,N,67,74,90.5,N,71,81,87.7
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,LUN,N,68,73,93.2,N,70,75,93.3
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,LEP,Y,,3,,,,0,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,LEN,N,132,144,91.7,N,141,156,90.4
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,HOM,,,0,,Y,,1,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETW,N,104,113,92.0,N,89,100,89.0
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETP,,,0,,,,0,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETO,Y,,5,,Y,,5,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,MIG,,,0,,,,0,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETH,Y,,6,,Y,,9,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETB,N,20,21,95.2,N,40,42,95.2
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETA,Y,,1,,,,0,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ELM,Y,,4,,Y,,1,
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,CSG,N,37,46,80.4,N,59,67,88.1
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ACO,N,124,130,95.4,N,128,137,93.4
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ACD,N,11,17,64.7,N,13,19,68.4
20182019,090,NELSON,017,Bardstown Independent,,---District Total---,017,,,CKEC,901,ETI,Y,,1,,,,0,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ACD,N,17,21,81.0,N,19,25,76.0
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ACO,N,290,301,96.3,N,273,283,96.5
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,TST,N,307,322,95.3,N,292,308,94.8
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,SXM,N,145,153,94.8,N,151,164,92.1
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,SXF,N,162,169,95.9,N,141,144,97.9
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,MIG,Y,,4,,Y,,4,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,LUP,N,148,161,91.9,N,144,155,92.9
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,LUN,N,159,161,98.8,N,148,153,96.7
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,LEP,Y,,4,,Y,,2,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,LEN,Y,,318,,N,290,306,94.8
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,HOM,Y,,2,,N,14,15,93.3
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETW,N,282,291,96.9,N,273,287,95.1
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETP,,,0,,,,0,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETO,Y,,8,,Y,,5,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETI,,,0,,,,0,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETH,N,14,19,73.7,N,12,14,85.7
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETB,Y,,4,,Y,,2,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ETA,,,0,,,,0,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,ELM,Y,,4,,Y,,2,
20182019,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,CSG,N,38,46,82.6,N,35,42,83.3
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ACD,N,19,23,82.6,N,21,28,75.0
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,TST,N,372,406,91.6,N,357,383,93.2
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,SXF,N,207,229,90.4,N,180,189,95.2
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,MIG,Y,,4,,Y,,4,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,LUP,N,160,179,89.4,N,169,181,93.4
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,LUN,N,212,227,93.4,N,188,202,93.1
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,LEP,Y,,4,,Y,,2,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,LEN,Y,,402,,N,355,381,93.2
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,HOM,Y,,2,,N,17,18,94.4
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETW,N,338,363,93.1,N,334,357,93.6
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETP,,,0,,,,0,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETO,N,11,15,73.3,Y,,5,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETI,,,0,,,,0,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETH,N,16,21,76.2,N,15,18,83.3
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETB,Y,,6,,Y,,3,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ETA,Y,,1,,,,0,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ELM,Y,,4,,Y,,2,
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,CSG,N,47,58,81.0,N,41,50,82.0
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,ACO,N,353,383,92.2,N,336,355,94.6
20182019,005,BARREN,021,Barren County,,---District Total---,021,,,GRREC,902,SXM,N,165,177,93.2,N,177,194,91.2
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,MIG,Y,,5,,Y,,2,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,SXF,N,59,66,89.4,N,61,62,98.4
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,SXM,N,60,62,96.8,N,75,80,93.8
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,TST,N,119,128,93.0,N,136,142,95.8
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ACD,N,11,14,78.6,N,14,17,82.4
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ACO,N,108,114,94.7,N,122,125,97.6
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,CSG,N,14,17,82.4,N,17,20,85.0
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ELM,,,0,,,,0,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ETA,,,0,,,,0,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ETB,Y,,1,,Y,,1,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ETH,Y,,2,,Y,,1,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ETI,,,0,,,,0,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ETO,,,0,,Y,,2,
20182019,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,ETP,,,0,,,,0,
